trans_id,date,store_id,product_id,customer_id,quantity,total_revenue,month,unit_cost,city_id,region_name,shipping_cost,subcategory_id,category_id,category,allocated_marketing_dzd,product_total_cost,net_profit
14636,2024-09-29 11:48:00,1,P136,C0724,1,2500.0,2024-09,1606.0,2,West,0.0,15,5,printers,212.01296657644613,1606.0,681.99
14637,2024-01-22 20:12:00,1,P125,C0354,5,22500.0,2024-01,3086.0,2,West,0.0,7,3,audio,419.1198134053523,15430.0,6650.88
14638,2024-01-01 11:40:00,2,P123,C1131,1,9500.0,2024-01,7113.0,10,South,0.0,7,3,audio,176.961698993371,7113.0,2210.04
14639,2025-04-17 18:03:00,3,P127,C0772,1,9500.0,2025-04,6907.0,2,West,0.0,8,3,audio,214.31697612732094,6907.0,2378.68
14640,2023-01-25 11:11:00,8,P108,C0772,1,48000.0,2023-01,31082.0,2,West,0.0,3,1,computers,654.2517388377833,31082.0,16263.75
14641,2023-08-23 11:12:00,1,P137,C0788,1,2200.0,2023-08,1422.0,4,East,0.0,15,5,printers,178.3359511735404,1422.0,599.66
14642,2025-12-01 13:05:00,1,P127,C0598,1,9500.0,2025-12,6907.0,5,South,0.0,8,3,audio,197.27512790889585,6907.0,2395.72
14643,2025-08-29 17:41:00,4,P129,C0077,1,68000.0,2025-08,46007.0,10,South,0.0,10,4,cameras,917.483108108108,46007.0,21075.52
14644,2025-12-04 13:53:00,8,P119,C0891,2,5600.0,2025-12,1695.0,5,South,0.0,6,2,smartphones,332.5891820256035,3390.0,1877.41
14645,2025-02-03 09:36:00,2,P125,C0028,2,9000.0,2025-02,3086.0,6,East,0.0,7,3,audio,0.0,6172.0,2828.0
14646,2025-12-01 18:16:00,5,P119,C0379,1,2800.0,2025-12,1695.0,7,North,0.0,6,2,smartphones,166.29459101280176,1695.0,938.71
14647,2024-11-01 19:43:00,7,P129,C0533,1,68000.0,2024-11,46007.0,6,East,0.0,10,4,cameras,1323.8675958188153,46007.0,20669.13
14648,2024-01-13 19:06:00,1,P135,C0875,1,12000.0,2024-01,8606.0,6,East,0.0,14,5,printers,1272.732543692537,8606.0,2121.27
14649,2023-10-15 14:18:00,5,P113,C0731,1,58000.0,2023-10,37157.0,11,East,0.0,4,2,smartphones,2583.3812761506274,37157.0,18259.62
14650,2024-01-11 10:19:00,9,P134,C0389,1,28000.0,2024-01,17855.0,8,West,0.0,14,5,printers,2969.70926861592,17855.0,7175.29
14651,2023-10-31 10:14:00,8,P121,C0882,1,800.0,2023-10,526.0,2,West,0.0,6,2,smartphones,35.63284518828452,526.0,238.37
14652,2024-03-24 14:45:00,1,P117,C0570,1,290000.0,2024-03,209699.0,2,West,0.0,5,2,smartphones,15346.587429025476,209699.0,64954.41
14653,2024-11-28 12:23:00,1,P120,C1000,2,3000.0,2024-11,1029.0,12,East,0.0,6,2,smartphones,206.16668355309818,2058.0,735.83
14654,2025-08-13 09:11:00,4,P120,C1100,5,7500.0,2025-08,1029.0,3,East,0.0,6,2,smartphones,361.0421970836708,5145.0,1993.96
14655,2024-02-19 19:52:00,10,P137,C0531,1,2200.0,2024-02,1422.0,1,North,0.0,15,5,printers,207.6073619631902,1422.0,570.39
14656,2023-10-14 15:10:00,4,P137,C1008,5,11000.0,2023-10,1422.0,11,East,0.0,15,5,printers,819.1621100032164,7110.0,3070.84
14657,2024-03-30 11:48:00,4,P136,C0348,2,5000.0,2024-03,1606.0,1,North,0.0,15,5,printers,466.51669031439025,3212.0,1321.48
14658,2024-08-04 10:33:00,4,P125,C0399,2,9000.0,2024-08,3086.0,8,West,0.0,7,3,audio,241.92352529727208,6172.0,2586.08
14659,2025-08-10 17:39:00,5,P117,C1013,1,290000.0,2025-08,209699.0,9,South,0.0,5,2,smartphones,13960.298287235273,209699.0,66340.7
14660,2023-05-27 20:17:00,1,P125,C0193,2,9000.0,2023-05,3086.0,9,South,0.0,7,3,audio,193.2325533236695,6172.0,2634.77
14661,2023-08-21 14:37:00,1,P124,C1083,1,48000.0,2023-08,33033.0,9,South,0.0,7,3,audio,560.2385008517887,33033.0,14406.76
14662,2025-07-19 19:05:00,5,P120,C1137,1,1500.0,2025-07,1029.0,7,North,0.0,6,2,smartphones,87.48233773261582,1029.0,383.52
14663,2023-08-03 16:40:00,7,P112,C0639,1,38000.0,2023-08,25796.0,1,North,0.0,4,2,smartphones,2772.772241391791,25796.0,9431.23
14664,2023-05-23 19:44:00,11,P106,C1179,1,320000.0,2023-05,198987.0,4,East,0.0,2,1,computers,5151.794484321874,198987.0,115861.21
14665,2024-08-05 17:25:00,1,P112,C0455,1,38000.0,2024-08,25796.0,4,East,0.0,4,2,smartphones,0.0,25796.0,12204.0
14666,2025-05-28 11:20:00,1,P135,C0894,1,12000.0,2025-05,8606.0,11,East,0.0,14,5,printers,1266.60810061032,8606.0,2127.39
14667,2025-01-18 09:55:00,3,P121,C0259,2,1600.0,2025-01,526.0,10,South,0.0,6,2,smartphones,50.81383100526678,1052.0,497.19
14667,2025-01-18 09:55:00,3,P121,C0259,2,1600.0,2025-01,526.0,10,South,0.0,6,2,smartphones,92.2299061140371,1052.0,455.77
14668,2025-11-06 16:44:00,10,P118,C0738,2,7000.0,2025-11,2473.0,9,South,0.0,6,2,smartphones,339.873616043451,4946.0,1714.13
14669,2024-08-12 13:04:00,1,P136,C0485,1,2500.0,2024-08,1606.0,10,South,0.0,15,5,printers,178.82181412085868,1606.0,715.18
14670,2023-07-23 19:53:00,5,P119,C0578,1,2800.0,2023-07,1695.0,10,South,0.0,6,2,smartphones,0.0,1695.0,1105.0
14671,2023-01-02 13:35:00,2,P116,C0084,1,145000.0,2023-01,90588.0,11,East,0.0,5,2,smartphones,6096.45796353074,90588.0,48315.54
14672,2025-03-18 11:30:00,4,P109,C0411,1,42000.0,2025-03,31127.0,9,South,0.0,3,1,computers,607.0004933399111,31127.0,10266.0
14673,2024-12-03 10:30:00,1,P125,C0817,2,9000.0,2024-12,3086.0,12,East,0.0,7,3,audio,136.30326231691078,6172.0,2691.7
14674,2023-06-13 16:20:00,6,P125,C0220,3,13500.0,2023-06,3086.0,12,East,0.0,7,3,audio,267.1900452488688,9258.0,3974.81
14675,2023-07-15 18:28:00,8,P118,C0117,2,7000.0,2023-07,2473.0,2,West,0.0,6,2,smartphones,0.0,4946.0,2054.0
14676,2025-11-28 10:15:00,1,P121,C0976,2,1600.0,2025-11,526.0,4,East,0.0,6,2,smartphones,77.6853979527888,1052.0,470.31
14677,2023-04-26 09:23:00,3,P137,C0463,2,4400.0,2023-04,1422.0,2,West,0.0,15,5,printers,354.4866892190028,2844.0,1201.51
14678,2024-03-04 16:47:00,3,P131,C0431,1,360000.0,2024-03,218747.0,4,East,0.0,12,4,cameras,4867.333081855903,218747.0,136385.67
14679,2023-09-11 18:25:00,9,P103,C0022,1,98000.0,2023-09,63780.0,11,East,0.0,1,1,computers,1765.988726042841,63780.0,32454.01
14680,2025-10-15 19:59:00,1,P121,C0018,1,800.0,2025-10,526.0,3,East,0.0,6,2,smartphones,0.0,526.0,274.0
14681,2025-02-22 13:29:00,3,P119,C0986,1,2800.0,2025-02,1695.0,2,West,0.0,6,2,smartphones,160.30498069115754,1695.0,944.7
14682,2025-12-18 19:10:00,6,P127,C0662,1,9500.0,2025-12,6907.0,8,West,0.0,8,3,audio,197.27512790889585,6907.0,2395.72
14683,2025-05-14 20:58:00,5,P106,C1073,1,320000.0,2025-05,198987.0,9,South,0.0,2,1,computers,0.0,198987.0,121013.0
14684,2024-04-05 15:31:00,2,P118,C0015,2,7000.0,2024-04,2473.0,6,East,0.0,6,2,smartphones,514.0639051516875,4946.0,1539.94
14685,2025-05-15 20:02:00,5,P123,C0489,1,9500.0,2025-05,7113.0,9,South,0.0,7,3,audio,258.6789370507515,7113.0,2128.32
14686,2024-08-31 20:46:00,1,P119,C0502,5,14000.0,2024-08,1695.0,4,East,0.0,6,2,smartphones,0.0,8475.0,5525.0
14687,2025-11-21 15:42:00,1,P137,C0044,1,2200.0,2025-11,1422.0,7,North,0.0,15,5,printers,200.09790772532187,1422.0,577.9
14688,2023-11-24 13:32:00,2,P108,C0903,1,48000.0,2023-11,31082.0,4,East,0.0,3,1,computers,1203.0379746835442,31082.0,15714.96
14689,2023-03-04 15:02:00,2,P128,C0833,1,58000.0,2023-03,37743.0,5,South,0.0,10,4,cameras,1217.9300643086817,37743.0,19039.07
14690,2025-07-26 17:35:00,7,P121,C0176,2,1600.0,2025-07,526.0,7,North,0.0,6,2,smartphones,93.31449358145687,1052.0,454.69
14691,2025-02-01 10:33:00,4,P114,C0163,1,75000.0,2025-02,53367.0,10,South,0.0,4,2,smartphones,4293.8834113702915,53367.0,17339.12
14692,2025-05-09 20:27:00,1,P119,C0883,3,8400.0,2025-05,1695.0,3,East,0.0,6,2,smartphones,230.4712501496349,5085.0,3084.53
14693,2025-01-10 16:30:00,4,P137,C0177,5,11000.0,2025-01,1422.0,5,South,0.0,15,5,printers,1215.623807706982,7110.0,2674.38
14694,2023-05-21 14:48:00,2,P109,C0874,1,42000.0,2023-05,31127.0,1,North,0.0,3,1,computers,676.1730260672459,31127.0,10196.83
14695,2024-11-06 13:52:00,9,P137,C0990,1,2200.0,2024-11,1422.0,4,East,0.0,15,5,printers,0.0,1422.0,778.0
14696,2023-07-20 18:02:00,8,P120,C0834,1,1500.0,2023-07,1029.0,4,East,0.0,6,2,smartphones,0.0,1029.0,471.0
14697,2025-11-15 14:41:00,12,P125,C0270,2,9000.0,2025-11,3086.0,10,South,0.0,7,3,audio,247.99101412066753,6172.0,2580.01
14698,2023-09-16 20:26:00,9,P111,C0356,1,185000.0,2023-09,117065.0,11,East,0.0,4,2,smartphones,7076.077861875955,117065.0,60858.92
14699,2024-11-29 15:45:00,1,P118,C0219,2,7000.0,2024-11,2473.0,5,South,0.0,6,2,smartphones,481.0555949572291,4946.0,1572.94
14700,2023-12-13 10:50:00,4,P128,C0720,1,58000.0,2023-12,37743.0,7,North,0.0,10,4,cameras,1558.7944785276075,37743.0,18698.21
14701,2024-09-21 13:32:00,2,P126,C1113,1,24000.0,2024-09,17991.0,3,East,0.0,8,3,audio,290.8794123648235,17991.0,5718.12
14702,2025-05-17 17:11:00,2,P110,C1048,1,24000.0,2025-05,15039.0,11,East,0.0,3,1,computers,0.0,15039.0,8961.0
14703,2025-10-16 11:16:00,4,P117,C0178,1,290000.0,2025-10,209699.0,3,East,0.0,5,2,smartphones,0.0,209699.0,80301.0
14704,2025-03-21 12:19:00,9,P120,C0246,1,1500.0,2025-03,1029.0,2,West,0.0,6,2,smartphones,34.45611414604594,1029.0,436.54
14705,2024-05-04 20:10:00,1,P107,C0987,1,65000.0,2024-05,40453.0,9,South,0.0,2,1,computers,1928.2643312101911,40453.0,22618.74
14706,2025-07-21 13:51:00,7,P134,C0374,1,28000.0,2025-07,17855.0,3,East,0.0,14,5,printers,1884.154377157201,17855.0,8260.85
14707,2024-02-11 19:33:00,3,P136,C0754,2,5000.0,2024-02,1606.0,12,East,0.0,15,5,printers,471.83491355270496,3212.0,1316.17
14708,2024-11-26 09:00:00,4,P118,C0164,1,3500.0,2024-11,2473.0,1,North,0.0,6,2,smartphones,240.52779747861456,2473.0,786.47
14709,2023-09-15 16:14:00,7,P120,C1004,3,4500.0,2023-09,1029.0,1,North,0.0,6,2,smartphones,172.12081285644217,3087.0,1240.88
14710,2025-10-07 20:12:00,1,P137,C1007,1,2200.0,2025-10,1422.0,3,East,0.0,15,5,printers,204.27470534904805,1422.0,573.73
14711,2023-02-18 18:09:00,2,P121,C0987,2,1600.0,2023-02,526.0,9,South,0.0,6,2,smartphones,89.42441148455573,1052.0,458.58
14712,2025-11-30 18:48:00,11,P125,C1152,5,22500.0,2025-11,3086.0,6,East,0.0,7,3,audio,619.9775353016688,15430.0,6450.02
14713,2023-02-02 13:23:00,11,P123,C0784,1,9500.0,2023-02,7113.0,7,North,0.0,7,3,audio,131.05434076639966,7113.0,2255.95
14714,2025-05-13 10:44:00,5,P128,C0131,1,58000.0,2025-05,37743.0,10,South,0.0,10,4,cameras,949.3286573146293,37743.0,19307.67
14715,2023-05-24 20:21:00,5,P117,C1103,1,290000.0,2023-05,209699.0,12,East,0.0,5,2,smartphones,8684.396298156253,209699.0,71616.6
14716,2023-02-15 14:41:00,2,P127,C0604,1,9500.0,2023-02,6907.0,5,South,0.0,8,3,audio,131.05434076639966,6907.0,2461.95
14717,2025-02-10 17:12:00,2,P131,C0735,1,360000.0,2025-02,218747.0,5,South,0.0,12,4,cameras,5525.664893617021,218747.0,135727.34
14718,2025-12-24 15:33:00,1,P108,C0779,1,48000.0,2025-12,31082.0,2,West,0.0,3,1,computers,0.0,31082.0,16918.0
14719,2023-12-02 14:18:00,4,P120,C0951,1,1500.0,2023-12,1029.0,9,South,0.0,6,2,smartphones,113.8118555029509,1029.0,357.19
14720,2024-06-01 19:44:00,5,P120,C0096,2,3000.0,2024-06,1029.0,5,South,0.0,6,2,smartphones,107.2868840819804,2058.0,834.71
14721,2023-07-02 14:16:00,7,P108,C0746,1,48000.0,2023-07,31082.0,3,East,0.0,3,1,computers,1105.0625954198472,31082.0,15812.94
14722,2024-10-24 19:07:00,2,P131,C0378,1,360000.0,2024-10,218747.0,3,East,0.0,12,4,cameras,4333.553500660501,218747.0,136919.45
14723,2025-04-03 19:19:00,4,P136,C0015,1,2500.0,2025-04,1606.0,6,East,0.0,15,5,printers,319.51040429919385,1606.0,574.49
14724,2025-11-02 20:01:00,2,P121,C0584,3,2400.0,2025-11,526.0,5,South,0.0,6,2,smartphones,116.5280969291832,1578.0,705.47
14725,2024-06-18 16:52:00,11,P121,C0828,1,800.0,2024-06,526.0,6,East,0.0,6,2,smartphones,28.609835755194776,526.0,245.39
14726,2025-06-15 12:42:00,2,P119,C0938,1,2800.0,2025-06,1695.0,1,North,0.0,6,2,smartphones,146.08957795004306,1695.0,958.91
14727,2025-05-23 19:26:00,5,P118,C1014,1,3500.0,2025-05,2473.0,1,North,0.0,6,2,smartphones,96.02968756234787,2473.0,930.97
14728,2025-12-18 09:14:00,4,P137,C0315,2,4400.0,2025-12,1422.0,5,South,0.0,15,5,printers,500.31684153775973,2844.0,1055.68
14729,2024-08-28 14:20:00,3,P101,C0997,1,260000.0,2024-08,167880.0,3,East,0.0,1,1,computers,5362.265060240964,167880.0,86757.73
14730,2024-01-01 19:14:00,5,P120,C1166,1,1500.0,2024-01,1029.0,3,East,0.0,6,2,smartphones,0.0,1029.0,471.0
14731,2023-08-22 17:42:00,7,P118,C1121,1,3500.0,2023-08,2473.0,10,South,0.0,6,2,smartphones,255.38691697029654,2473.0,771.61
14732,2025-05-17 13:06:00,3,P135,C0688,1,12000.0,2025-05,8606.0,4,East,0.0,14,5,printers,1266.60810061032,8606.0,2127.39
14733,2025-09-02 13:05:00,2,P120,C1157,1,1500.0,2025-09,1029.0,5,South,0.0,6,2,smartphones,60.200305484113706,1029.0,410.8
14734,2023-09-14 12:40:00,1,P120,C0914,3,4500.0,2023-09,1029.0,10,South,0.0,6,2,smartphones,172.12081285644217,3087.0,1240.88
14735,2024-08-06 14:33:00,3,P126,C0602,1,24000.0,2024-08,17991.0,8,West,0.0,8,3,audio,645.1294007927256,17991.0,5363.87
14736,2023-04-23 12:39:00,9,P125,C0846,1,4500.0,2023-04,3086.0,11,East,0.0,7,3,audio,88.99139483690215,3086.0,1325.01
14737,2024-05-26 16:22:00,2,P119,C1035,2,5600.0,2024-05,1695.0,7,North,0.0,6,2,smartphones,143.33766370562833,3390.0,2066.66
14738,2024-07-03 09:03:00,6,P124,C0869,1,48000.0,2024-07,33033.0,3,East,0.0,7,3,audio,1573.963505833084,33033.0,13393.04
14739,2024-06-12 13:30:00,1,P125,C0263,1,4500.0,2024-06,3086.0,5,South,0.0,7,3,audio,74.78032851771225,3086.0,1339.22
14740,2024-06-23 13:20:00,5,P133,C0004,1,45000.0,2024-06,32905.0,5,South,0.0,13,5,printers,3495.446096654275,32905.0,8599.55
14741,2023-12-08 10:47:00,8,P118,C1088,1,3500.0,2023-12,2473.0,8,West,0.0,6,2,smartphones,265.5609961735521,2473.0,761.44
14742,2024-07-20 14:53:00,4,P120,C0215,1,1500.0,2024-07,1029.0,5,South,0.0,6,2,smartphones,61.27912876454174,1029.0,409.72
14743,2025-03-27 11:10:00,10,P125,C0199,2,9000.0,2025-03,3086.0,2,West,0.0,7,3,audio,168.91532540237927,6172.0,2659.08
14744,2024-03-30 12:31:00,3,P103,C1087,1,98000.0,2024-03,63780.0,4,East,0.0,1,1,computers,1494.2781033564197,63780.0,32725.72
14745,2025-02-26 09:20:00,7,P120,C0889,2,3000.0,2025-02,1029.0,2,West,0.0,6,2,smartphones,171.75533645481164,2058.0,770.24
14746,2025-04-13 14:37:00,10,P137,C1067,5,11000.0,2025-04,1422.0,2,West,0.0,15,5,printers,1405.8457789164531,7110.0,2484.15
14747,2025-05-26 19:46:00,5,P119,C0062,2,5600.0,2025-05,1695.0,2,West,0.0,6,2,smartphones,153.6475000997566,3390.0,2056.35
14748,2023-06-30 10:11:00,9,P128,C0115,1,58000.0,2023-06,37743.0,4,East,0.0,10,4,cameras,610.3082706766918,37743.0,19646.69
14749,2023-10-01 18:02:00,2,P120,C0588,3,4500.0,2023-10,1029.0,11,East,0.0,6,2,smartphones,200.4347541841004,3087.0,1212.57
14750,2025-01-11 13:16:00,1,P127,C0457,1,9500.0,2025-01,6907.0,3,East,0.0,8,3,audio,215.49527288354102,6907.0,2377.5
14751,2025-05-14 12:19:00,1,P119,C0038,1,2800.0,2025-05,1695.0,12,East,0.0,6,2,smartphones,76.8237500498783,1695.0,1028.18
14752,2024-01-30 12:54:00,1,P136,C0405,2,5000.0,2024-01,1606.0,12,East,0.0,15,5,printers,530.3052265385571,3212.0,1257.69
14753,2023-01-03 09:39:00,1,P135,C0155,1,12000.0,2023-01,8606.0,2,West,0.0,14,5,printers,1560.6151465325465,8606.0,1833.38
14754,2023-04-15 15:42:00,2,P126,C0407,1,24000.0,2023-04,17991.0,1,North,0.0,8,3,audio,474.6207724634781,17991.0,5534.38
14755,2023-03-20 15:19:00,2,P137,C0936,1,2200.0,2023-03,1422.0,9,South,0.0,15,5,printers,256.0293971595988,1422.0,521.97
14756,2023-04-12 18:12:00,5,P113,C1063,1,58000.0,2023-04,37157.0,9,South,0.0,4,2,smartphones,3531.339045051983,37157.0,17311.66
14757,2024-07-08 14:06:00,4,P137,C0621,2,4400.0,2024-07,1422.0,6,East,0.0,15,5,printers,327.12972505049675,2844.0,1228.87
14758,2023-08-24 18:18:00,4,P120,C1156,1,1500.0,2023-08,1029.0,1,North,0.0,6,2,smartphones,109.4515358444128,1029.0,361.55
14759,2023-09-22 13:43:00,6,P137,C0881,1,2200.0,2023-09,1422.0,8,West,0.0,15,5,printers,156.85062190556695,1422.0,621.15
14760,2023-09-06 14:40:00,7,P113,C0177,1,58000.0,2023-09,37157.0,5,South,0.0,4,2,smartphones,2218.4460323719213,37157.0,18624.55
14761,2025-01-28 16:43:00,1,P118,C0723,3,10500.0,2025-01,2473.0,3,East,0.0,6,2,smartphones,333.4657659720632,7419.0,2747.53
14761,2025-01-28 16:43:00,1,P118,C0723,3,10500.0,2025-01,2473.0,3,East,0.0,6,2,smartphones,605.2587588733685,7419.0,2475.74
14762,2023-03-13 15:05:00,3,P121,C0690,2,1600.0,2023-03,526.0,5,South,0.0,6,2,smartphones,62.14708934489338,1052.0,485.85
14763,2023-11-27 15:19:00,2,P119,C0936,3,8400.0,2023-11,1695.0,9,South,0.0,6,2,smartphones,521.3530655391121,5085.0,2793.65
14764,2025-05-16 15:04:00,3,P109,C0321,1,42000.0,2025-05,31127.0,4,East,0.0,3,1,computers,0.0,31127.0,10873.0
14765,2025-10-20 16:32:00,2,P125,C0986,3,13500.0,2025-10,3086.0,2,West,0.0,7,3,audio,359.8025774609268,9258.0,3882.2
14766,2024-11-19 18:29:00,3,P100,C0607,1,125000.0,2024-11,87901.0,6,East,0.0,1,1,computers,4070.871651339464,87901.0,33028.13
14767,2025-09-06 17:27:00,5,P117,C0471,1,290000.0,2025-09,209699.0,10,South,0.0,5,2,smartphones,11638.725726928651,209699.0,68662.27
14768,2024-11-26 14:05:00,7,P123,C0811,1,9500.0,2024-11,7113.0,5,South,0.0,7,3,audio,430.2428964252979,7113.0,1956.76
14769,2025-01-27 10:19:00,4,P110,C1093,1,24000.0,2025-01,15039.0,2,West,0.0,3,1,computers,394.4440778620917,15039.0,8566.56
14769,2025-01-27 10:19:00,4,P110,C1093,1,24000.0,2025-01,15039.0,2,West,0.0,3,1,computers,505.6153084790498,15039.0,8455.38
14770,2024-07-01 15:27:00,5,P125,C0328,5,22500.0,2024-07,3086.0,6,East,0.0,7,3,audio,737.7953933592581,15430.0,6332.2
14771,2025-10-04 20:09:00,6,P108,C0169,1,48000.0,2025-10,31082.0,4,East,0.0,3,1,computers,860.3709360680778,31082.0,16057.63
14772,2023-11-14 09:26:00,1,P125,C0213,1,4500.0,2023-11,3086.0,12,East,0.0,7,3,audio,185.82040637972472,3086.0,1228.18
14773,2025-09-28 16:00:00,1,P110,C0149,1,24000.0,2025-09,15039.0,8,West,0.0,3,1,computers,306.91772885283893,15039.0,8654.08
14774,2025-08-06 19:34:00,3,P103,C1007,1,98000.0,2025-08,63780.0,3,East,0.0,1,1,computers,1830.1567783584383,63780.0,32389.84
14775,2023-08-26 13:18:00,4,P124,C0039,1,48000.0,2023-08,33033.0,9,South,0.0,7,3,audio,560.2385008517887,33033.0,14406.76
14776,2024-12-15 11:06:00,1,P120,C0153,2,3000.0,2024-12,1029.0,9,South,0.0,6,2,smartphones,152.6074090311267,2058.0,789.39
14777,2025-07-03 09:35:00,3,P114,C0860,1,75000.0,2025-07,53367.0,7,North,0.0,4,2,smartphones,4374.116886630791,53367.0,17258.88
14778,2025-03-22 18:40:00,2,P113,C1127,1,58000.0,2025-03,37157.0,9,South,0.0,4,2,smartphones,1332.3030803137763,37157.0,19510.7
14779,2023-12-09 18:30:00,1,P136,C0703,1,2500.0,2023-12,1606.0,8,West,0.0,15,5,printers,214.44610778443115,1606.0,679.55
14780,2023-11-11 10:22:00,1,P137,C0395,3,6600.0,2023-11,1422.0,1,North,0.0,15,5,printers,927.93406706439,4266.0,1406.07
14781,2024-08-13 10:12:00,8,P128,C0398,1,58000.0,2024-08,37743.0,9,South,0.0,10,4,cameras,644.7136038186158,37743.0,19612.29
14782,2025-03-13 11:53:00,5,P137,C0444,3,6600.0,2025-03,1422.0,4,East,0.0,15,5,printers,322.8770460862702,4266.0,2011.12
14783,2024-03-22 09:58:00,2,P121,C0427,5,4000.0,2024-03,526.0,10,South,0.0,6,2,smartphones,211.6770679865583,2630.0,1158.32
14784,2024-12-04 09:20:00,5,P112,C0708,1,38000.0,2024-12,25796.0,8,West,0.0,4,2,smartphones,1933.0271810609381,25796.0,10270.97
14785,2023-08-14 15:17:00,2,P137,C1088,1,2200.0,2023-08,1422.0,8,West,0.0,15,5,printers,178.3359511735404,1422.0,599.66
14786,2024-12-02 14:44:00,11,P121,C0681,3,2400.0,2024-12,526.0,1,North,0.0,6,2,smartphones,122.08592722490135,1578.0,699.91
14787,2024-05-15 11:33:00,2,P136,C1090,3,7500.0,2024-05,1606.0,10,South,0.0,15,5,printers,413.7594884059478,4818.0,2268.24
14788,2024-04-28 14:45:00,5,P137,C0527,2,4400.0,2024-04,1422.0,6,East,0.0,15,5,printers,292.62456601294923,2844.0,1263.38
14789,2023-12-23 10:24:00,3,P118,C0663,5,17500.0,2023-12,2473.0,10,South,0.0,6,2,smartphones,1327.8049808677606,12365.0,3807.2
14790,2023-11-25 13:49:00,6,P120,C0802,1,1500.0,2023-11,1029.0,11,East,0.0,6,2,smartphones,93.09876170341286,1029.0,377.9
14791,2023-09-13 10:43:00,1,P109,C0355,1,42000.0,2023-09,31127.0,3,East,0.0,3,1,computers,756.8523111612176,31127.0,10116.15
14792,2025-12-19 20:42:00,5,P136,C1130,1,2500.0,2025-12,1606.0,12,East,0.0,15,5,printers,284.2709326919089,1606.0,609.73
14793,2023-03-06 17:43:00,4,P126,C0045,1,24000.0,2023-03,17991.0,1,North,0.0,8,3,audio,394.60493205837946,17991.0,5614.4
14794,2023-10-01 15:06:00,4,P118,C0444,5,17500.0,2023-10,2473.0,4,East,0.0,6,2,smartphones,779.4684884937238,12365.0,4355.53
14795,2025-11-28 20:35:00,6,P136,C0709,1,2500.0,2025-11,1606.0,10,South,0.0,15,5,printers,227.38398605150218,1606.0,666.62
14796,2023-12-12 17:23:00,8,P119,C0331,2,5600.0,2023-12,1695.0,10,South,0.0,6,2,smartphones,424.8975938776834,3390.0,1785.1
14797,2024-07-15 15:02:00,9,P136,C0448,1,2500.0,2024-07,1606.0,4,East,0.0,15,5,printers,185.8691619605095,1606.0,708.13
14798,2025-08-10 16:02:00,2,P125,C0475,1,4500.0,2025-08,3086.0,6,East,0.0,7,3,audio,141.57539035189933,3086.0,1272.42
14799,2024-09-03 16:01:00,4,P136,C0532,1,2500.0,2024-09,1606.0,1,North,0.0,15,5,printers,212.01296657644613,1606.0,681.99
14800,2025-01-06 20:02:00,3,P135,C0043,1,12000.0,2025-01,8606.0,10,South,0.0,14,5,printers,1326.1350629530714,8606.0,2067.86
14801,2023-05-24 16:59:00,6,P132,C0012,1,38000.0,2023-05,23961.0,12,East,0.0,13,5,printers,4688.19474364498,23961.0,9350.81
14802,2025-01-17 14:52:00,1,P130,C0642,1,130000.0,2025-01,83075.0,5,South,0.0,12,4,cameras,4025.997398091934,83075.0,42899.0
14802,2025-01-17 14:52:00,1,P130,C0642,1,130000.0,2025-01,83075.0,5,South,0.0,12,4,cameras,2351.6695576756288,83075.0,44573.33
14802,2025-01-17 14:52:00,1,P130,C0642,1,130000.0,2025-01,83075.0,5,South,0.0,12,4,cameras,6484.215091066782,83075.0,40440.78
14803,2025-12-21 17:13:00,4,P100,C0224,1,125000.0,2025-12,87901.0,7,North,0.0,1,1,computers,0.0,87901.0,37099.0
14804,2024-09-05 19:09:00,1,P121,C0430,1,800.0,2024-09,526.0,7,North,0.0,6,2,smartphones,33.45043081674773,526.0,240.55
14805,2024-08-28 19:55:00,4,P136,C0653,3,7500.0,2024-08,1606.0,4,East,0.0,15,5,printers,536.465442362576,4818.0,2145.53
14806,2023-12-30 17:51:00,7,P124,C0812,1,48000.0,2023-12,33033.0,5,South,0.0,7,3,audio,1553.8144329896909,33033.0,13413.19
14807,2024-06-23 20:52:00,1,P125,C0888,1,4500.0,2024-06,3086.0,9,South,0.0,7,3,audio,74.78032851771225,3086.0,1339.22
14808,2024-11-18 19:02:00,3,P134,C0540,1,28000.0,2024-11,17855.0,1,North,0.0,14,5,printers,0.0,17855.0,10145.0
14809,2023-05-27 19:57:00,2,P132,C0539,1,38000.0,2023-05,23961.0,5,South,0.0,13,5,printers,4688.19474364498,23961.0,9350.81
14810,2024-05-21 16:50:00,5,P121,C0648,3,2400.0,2024-05,526.0,10,South,0.0,6,2,smartphones,61.430427302412134,1578.0,760.57
14811,2025-12-23 09:21:00,2,P126,C0111,1,24000.0,2025-12,17991.0,8,West,0.0,8,3,audio,498.3792705066843,17991.0,5510.62
14812,2024-10-08 09:47:00,8,P127,C0676,1,9500.0,2024-10,6907.0,12,East,0.0,8,3,audio,188.74615801844152,6907.0,2404.25
14813,2025-11-28 17:55:00,3,P121,C0835,3,2400.0,2025-11,526.0,3,East,0.0,6,2,smartphones,116.5280969291832,1578.0,705.47
14814,2023-05-27 14:56:00,2,P136,C0630,2,5000.0,2023-05,1606.0,12,East,0.0,15,5,printers,616.8677294269711,3212.0,1171.13
14815,2024-05-03 15:34:00,3,P125,C0474,1,4500.0,2024-05,3086.0,7,North,0.0,7,3,audio,0.0,3086.0,1414.0
